gene_id	entrez_id	gene_name	gene_biotype	description	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	direction_at_padj0.05_lfc1	contrast	note
ENSGALG00000000522	100522	DUMMY00522	protein_coding	synthetic predicted protein-coding gene 00522	147.167	-1.3511	0.2459	-5.4946	3.563e-08	3.551e-07	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002559	102559	DUMMY02559	protein_coding	synthetic predicted protein-coding gene 02559	312.833	-1.1268	0.203	-5.5508	3.550e-08	3.551e-07	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001685	101685	DUMMY01685	protein_coding	synthetic predicted protein-coding gene 01685	375.833	1.429	0.258	5.5392	4.412e-08	4.383e-07	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000787	100787	DUMMY00787	protein_coding	synthetic predicted protein-coding gene 00787	114.833	1.4705	0.2723	5.4008	4.562e-08	4.517e-07	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002710	102710	DUMMY02710	protein_coding	synthetic predicted protein-coding gene 02710	388.5	1.1171	0.2045	5.4613	4.690e-08	4.629e-07	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002148	102148	DUMMY02148	protein_coding	synthetic predicted protein-coding gene 02148	110.333	1.3809	0.2533	5.4506	4.721e-08	4.643e-07	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000649	100649	DUMMY00649	protein_coding	synthetic predicted protein-coding gene 00649	235.667	1.2253	0.2254	5.4367	4.883e-08	4.788e-07	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000605	100605	DUMMY00605	protein_coding	synthetic predicted protein-coding gene 00605	254.833	1.1606	0.2143	5.4145	4.956e-08	4.843e-07	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000326	100326	DUMMY00326	protein_coding	synthetic predicted protein-coding gene 00326	444.667	-1.0781	0.1995	-5.4038	5.772e-08	5.623e-07	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002617	102617	DUMMY02617	protein_coding	synthetic predicted protein-coding gene 02617	12.333	2.2338	0.4178	5.3465	5.846e-08	5.676e-07	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002941	102941	DUMMY02941	lncRNA	synthetic predicted protein-coding gene 02941	775.333	-1.0437	0.194	-5.379	6.966e-08	6.720e-07	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002942	102942	DUMMY02942	protein_coding	synthetic predicted protein-coding gene 02942	419.667	-1.2906	0.241	-5.3545	6.958e-08	6.720e-07	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002723	102723	DUMMY02723	protein_coding	synthetic predicted protein-coding gene 02723	179.167	-1.3781	0.2543	-5.4184	7.052e-08	6.780e-07	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000278	100278	DUMMY00278	protein_coding	synthetic predicted protein-coding gene 00278	305.0	1.0805	0.2031	5.3197	7.837e-08	7.497e-07	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001479	101479	DUMMY01479	protein_coding	synthetic predicted protein-coding gene 01479	26.333	-1.8218	0.337	-5.4052	7.847e-08	7.497e-07	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001919	101919	DUMMY01919	protein_coding	synthetic predicted protein-coding gene 01919	1026.333	1.3079	0.2442	5.3556	7.892e-08	7.516e-07	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001974	101974	DUMMY01974	protein_coding	synthetic predicted protein-coding gene 01974	30.0	-2.1579	0.4029	-5.3557	8.230e-08	7.813e-07	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001756	101756	DUMMY01756	protein_coding	synthetic predicted protein-coding gene 01756	58.667	1.7697	0.3357	5.2718	9.505e-08	8.995e-07	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000501	100501	DUMMY00501	lncRNA	synthetic predicted protein-coding gene 00501	370.333	-1.3417	0.2552	-5.2565	1.068e-07	1.007e-06	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002308	102308	DUMMY02308	protein_coding	synthetic predicted protein-coding gene 02308	34.667	1.7444	0.3252	5.3643	1.125e-07	1.058e-06	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002177	102177	DUMMY02177	protein_coding	synthetic predicted protein-coding gene 02177	425.5	-1.3491	0.2538	-5.3154	1.145e-07	1.074e-06	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000576	100576	DUMMY00576	protein_coding	synthetic predicted protein-coding gene 00576	274.667	-1.2299	0.2307	-5.3321	1.181e-07	1.104e-06	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000687	100687	DUMMY00687	protein_coding	synthetic predicted protein-coding gene 00687	170.833	-1.3649	0.2592	-5.2663	1.318e-07	1.227e-06	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002667	102667	DUMMY02667	protein_coding	synthetic predicted protein-coding gene 02667	53.333	-1.5909	0.2988	-5.3248	1.336e-07	1.241e-06	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000746	100746	DUMMY00746	protein_coding	synthetic predicted protein-coding gene 00746	760.333	-1.0561	0.2012	-5.2483	1.344e-07	1.245e-06	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001771	101771	DUMMY01771	protein_coding	synthetic predicted protein-coding gene 01771	193.5	1.203	0.2287	5.2607	1.356e-07	1.252e-06	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000297	100297	DUMMY00297	protein_coding	synthetic predicted protein-coding gene 00297	56.667	-1.502	0.2854	-5.2632	1.403e-07	1.289e-06	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000713	100713	DUMMY00713	protein_coding	synthetic predicted protein-coding gene 00713	71.333	-1.399	0.2702	-5.1779	1.405e-07	1.289e-06	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002414	102414	DUMMY02414	protein_coding	synthetic predicted protein-coding gene 02414	220.0	1.2715	0.2402	5.2943	1.418e-07	1.293e-06	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001301	101301	DUMMY01301	lncRNA	synthetic predicted protein-coding gene 01301	501.167	1.0452	0.1983	5.2704	1.414e-07	1.293e-06	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001442	101442	DUMMY01442	protein_coding	synthetic predicted protein-coding gene 01442	409.0	1.1384	0.2152	5.2909	1.457e-07	1.324e-06	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000577	100577	DUMMY00577	protein_coding	synthetic predicted protein-coding gene 00577	13.5	-2.1438	0.4106	-5.2208	1.717e-07	1.557e-06	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001252	101252	DUMMY01252	protein_coding	synthetic predicted protein-coding gene 01252	60.333	-1.5379	0.2957	-5.2002	1.786e-07	1.614e-06	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001188	101188	DUMMY01188	protein_coding	synthetic predicted protein-coding gene 01188	95.167	1.4796	0.2868	5.1583	1.813e-07	1.634e-06	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002927	102927	DUMMY02927	protein_coding	synthetic predicted protein-coding gene 02927	655.5	-0.9565	0.183	-5.227	1.840e-07	1.652e-06	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002283	102283	DUMMY02283	protein_coding	synthetic predicted protein-coding gene 02283	27.667	1.9629	0.3778	5.1952	1.846e-07	1.653e-06	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000819	100819	DUMMY00819	protein_coding	synthetic predicted protein-coding gene 00819	250.833	1.1319	0.2177	5.2005	1.877e-07	1.676e-06	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001336	101336	DUMMY01336	protein_coding	synthetic predicted protein-coding gene 01336	494.667	1.0746	0.2076	5.1769	1.907e-07	1.698e-06	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001066	101066	DUMMY01066	protein_coding	synthetic predicted protein-coding gene 01066	1043.0	1.2112	0.2317	5.2268	1.931e-07	1.714e-06	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000358	100358	DUMMY00358	protein_coding	synthetic predicted protein-coding gene 00358	42.333	1.6075	0.3082	5.2161	1.955e-07	1.730e-06	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001913	101913	DUMMY01913	protein_coding	synthetic predicted protein-coding gene 01913	49.333	1.5657	0.299	5.2368	1.974e-07	1.742e-06	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001566	101566	DUMMY01566	protein_coding	synthetic predicted protein-coding gene 01566	28.167	-1.7939	0.3465	-5.1779	2.007e-07	1.766e-06	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001776	101776	DUMMY01776	protein_coding	synthetic predicted protein-coding gene 01776	253.667	1.0679	0.207	5.1579	2.106e-07	1.847e-06	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000893	100893	DUMMY00893	protein_coding	synthetic predicted protein-coding gene 00893	959.5	-1.1638	0.2244	-5.1861	2.509e-07	2.195e-06	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002232	102232	DUMMY02232	protein_coding	synthetic predicted protein-coding gene 02232	665.333	-0.9357	0.1822	-5.1344	2.701e-07	2.355e-06	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001578	101578	DUMMY01578	protein_coding	synthetic predicted protein-coding gene 01578	654.833	-0.951	0.1849	-5.1421	2.787e-07	2.417e-06	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001187	101187	DUMMY01187	protein_coding	synthetic predicted protein-coding gene 01187	369.5	1.4644	0.2842	5.1535	2.786e-07	2.417e-06	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002746	102746	DUMMY02746	protein_coding	synthetic predicted protein-coding gene 02746	334.333	1.1755	0.2295	5.1222	2.816e-07	2.427e-06	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001665	101665	DUMMY01665	protein_coding	synthetic predicted protein-coding gene 01665	1021.5	0.9889	0.1908	5.1816	2.808e-07	2.427e-06	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000296	100296	DUMMY00296	protein_coding	synthetic predicted protein-coding gene 00296	28.667	1.6857	0.3324	5.0712	3.102e-07	2.666e-06	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002361	102361	DUMMY02361	lncRNA	synthetic predicted protein-coding gene 02361	211.833	-1.1886	0.2335	-5.0911	3.480e-07	2.983e-06	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000620	100620	DUMMY00620	protein_coding	synthetic predicted protein-coding gene 00620	77.5	1.4959	0.2918	5.126	3.614e-07	3.089e-06	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000241	100241	DUMMY00241	lncRNA	synthetic predicted protein-coding gene 00241	302.667	1.0461	0.2105	4.9686	3.659e-07	3.119e-06	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000751	100751	DUMMY00751	protein_coding	synthetic predicted protein-coding gene 00751	1059.667	0.9795	0.1912	5.1217	3.797e-07	3.227e-06	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001676	101676	DUMMY01676	protein_coding	synthetic predicted protein-coding gene 01676	202.833	-1.2365	0.2431	-5.086	3.883e-07	3.291e-06	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001441	101441	DUMMY01441	lncRNA	synthetic predicted protein-coding gene 01441	122.833	-1.3693	0.2693	-5.0856	3.982e-07	3.365e-06	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001971	101971	DUMMY01971	protein_coding	synthetic predicted protein-coding gene 01971	488.0	-0.9746	0.1918	-5.082	4.376e-07	3.688e-06	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002309	102309	DUMMY02309	protein_coding	synthetic predicted protein-coding gene 02309	320.333	-1.1238	0.2226	-5.0486	4.666e-07	3.921e-06	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000390	100390	DUMMY00390	protein_coding	synthetic predicted protein-coding gene 00390	35.667	1.5761	0.3142	5.0159	5.168e-07	4.331e-06	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001018	101018	DUMMY01018	protein_coding	synthetic predicted protein-coding gene 01018	433.5	1.1022	0.2212	4.982	5.212e-07	4.355e-06	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001429	101429	DUMMY01429	protein_coding	synthetic predicted protein-coding gene 01429	401.667	1.0265	0.2056	4.9941	5.382e-07	4.485e-06	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001391	101391	DUMMY01391	protein_coding	synthetic predicted protein-coding gene 01391	332.167	-1.0125	0.2039	-4.9659	5.784e-07	4.807e-06	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002542	102542	DUMMY02542	protein_coding	synthetic predicted protein-coding gene 02542	64.5	1.7684	0.3576	4.9452	6.261e-07	5.189e-06	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002266	102266	DUMMY02266	protein_coding	synthetic predicted protein-coding gene 02266	93.333	1.3014	0.259	5.0246	6.615e-07	5.467e-06	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001057	101057	DUMMY01057	protein_coding	synthetic predicted protein-coding gene 01057	41.667	1.5472	0.3072	5.0368	6.769e-07	5.579e-06	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001467	101467	DUMMY01467	protein_coding	synthetic predicted protein-coding gene 01467	364.5	-1.0793	0.2179	-4.9532	7.012e-07	5.763e-06	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001715	101715	DUMMY01715	protein_coding	synthetic predicted protein-coding gene 01715	150.833	1.2827	0.2614	4.9069	7.432e-07	6.091e-06	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000838	100838	DUMMY00838	protein_coding	synthetic predicted protein-coding gene 00838	507.0	-1.12	0.2286	-4.8994	7.516e-07	6.144e-06	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001151	101151	DUMMY01151	protein_coding	synthetic predicted protein-coding gene 01151	53.167	1.4222	0.2861	4.9705	8.176e-07	6.665e-06	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000635	100635	DUMMY00635	protein_coding	synthetic predicted protein-coding gene 00635	274.0	1.1587	0.2332	4.9679	8.962e-07	7.286e-06	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000677	100677	DUMMY00677	protein_coding	synthetic predicted protein-coding gene 00677	640.833	-0.9734	0.1975	-4.929	9.065e-07	7.350e-06	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001786	101786	DUMMY01786	protein_coding	synthetic predicted protein-coding gene 01786	25.0	1.7268	0.3546	4.8695	1.015e-06	8.185e-06	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002166	102166	DUMMY02166	protein_coding	synthetic predicted protein-coding gene 02166	265.167	-1.5134	0.3058	-4.9484	1.013e-06	8.185e-06	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000809	100809	DUMMY00809	protein_coding	synthetic predicted protein-coding gene 00809	19.167	1.859	0.3824	4.8609	1.056e-06	8.491e-06	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002808	102808	DUMMY02808	protein_coding	synthetic predicted protein-coding gene 02808	100.0	1.1929	0.2461	4.8468	1.243e-06	9.969e-06	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001694	101694	DUMMY01694	protein_coding	synthetic predicted protein-coding gene 01694	12.167	2.0845	0.4323	4.8217	1.353e-06	1.082e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000211	100211	DUMMY00211	protein_coding	synthetic predicted protein-coding gene 00211	97.0	1.6347	0.3358	4.8686	1.387e-06	1.107e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001328	101328	DUMMY01328	protein_coding	synthetic predicted protein-coding gene 01328	133.667	1.4701	0.3074	4.7832	1.393e-06	1.108e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000162	100162	DUMMY00162	protein_coding	synthetic predicted protein-coding gene 00162	53.0	-1.4161	0.2923	-4.8449	1.409e-06	1.118e-05	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000163	100163	DUMMY00163	protein_coding	synthetic predicted protein-coding gene 00163	375.333	-1.0294	0.2145	-4.7989	1.426e-06	1.128e-05	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001692	101692	DUMMY01692	protein_coding	synthetic predicted protein-coding gene 01692	97.667	1.454	0.2989	4.8652	1.436e-06	1.134e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001887	101887	DUMMY01887	protein_coding	synthetic predicted protein-coding gene 01887	131.0	1.3213	0.2721	4.856	1.471e-06	1.158e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002724	102724	DUMMY02724	protein_coding	synthetic predicted protein-coding gene 02724	385.5	1.4502	0.2992	4.8467	1.544e-06	1.212e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001020	101020	DUMMY01020	protein_coding	synthetic predicted protein-coding gene 01020	42.833	-1.7526	0.3605	-4.862	1.633e-06	1.279e-05	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000386	100386	DUMMY00386	protein_coding	synthetic predicted protein-coding gene 00386	235.667	-1.8274	0.383	-4.7718	1.786e-06	1.395e-05	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000804	100804	DUMMY00804	protein_coding	synthetic predicted protein-coding gene 00804	25.167	1.6867	0.349	4.8328	1.798e-06	1.401e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001135	101135	DUMMY01135	protein_coding	synthetic predicted protein-coding gene 01135	54.167	1.5733	0.3331	4.7233	1.872e-06	1.455e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002093	102093	DUMMY02093	protein_coding	synthetic predicted protein-coding gene 02093	439.5	0.9208	0.1933	4.7632	1.957e-06	1.517e-05	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001095	101095	DUMMY01095	protein_coding	synthetic predicted protein-coding gene 01095	417.333	1.108	0.236	4.6941	2.182e-06	1.687e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001609	101609	DUMMY01609	protein_coding	synthetic predicted protein-coding gene 01609	61.167	-1.7344	0.3635	-4.7709	2.202e-06	1.699e-05	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001132	101132	DUMMY01132	protein_coding	synthetic predicted protein-coding gene 01132	156.5	1.1295	0.2412	4.683	2.290e-06	1.762e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001490	101490	DUMMY01490	protein_coding	synthetic predicted protein-coding gene 01490	393.5	1.1439	0.2434	4.6991	2.364e-06	1.813e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000086	100086	DUMMY00086	protein_coding	synthetic predicted protein-coding gene 00086	164.333	-1.1618	0.2503	-4.642	2.495e-06	1.910e-05	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000289	100289	DUMMY00289	protein_coding	synthetic predicted protein-coding gene 00289	505.5	0.8996	0.1896	4.7457	2.543e-06	1.942e-05	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000860	100860	DUMMY00860	protein_coding	synthetic predicted protein-coding gene 00860	296.167	-0.9703	0.2064	-4.7003	2.613e-06	1.989e-05	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002079	102079	DUMMY02079	protein_coding	synthetic predicted protein-coding gene 02079	414.5	0.9058	0.1934	4.6826	2.864e-06	2.175e-05	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001266	101266	DUMMY01266	protein_coding	synthetic predicted protein-coding gene 01266	692.833	0.9429	0.2004	4.7049	2.910e-06	2.205e-05	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002837	102837	DUMMY02837	protein_coding	synthetic predicted protein-coding gene 02837	34.833	-1.4606	0.3151	-4.6348	2.919e-06	2.206e-05	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000029	100029	TNF	protein_coding	tumor necrosis factor	1323.333	-0.9191	0.1955	-4.7026	3.039e-06	2.291e-05	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002073	102073	DUMMY02073	protein_coding	synthetic predicted protein-coding gene 02073	303.333	1.0979	0.2384	4.6051	3.111e-06	2.339e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002168	102168	DUMMY02168	protein_coding	synthetic predicted protein-coding gene 02168	41.333	1.5019	0.3205	4.686	3.218e-06	2.414e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001109	101109	DUMMY01109	protein_coding	synthetic predicted protein-coding gene 01109	100.333	1.1549	0.2477	4.6631	3.274e-06	2.449e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000002775	102775	DUMMY02775	protein_coding	synthetic predicted protein-coding gene 02775	71.0	-1.2256	0.2653	-4.6197	3.304e-06	2.465e-05	down	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000144	100144	DUMMY00144	protein_coding	synthetic predicted protein-coding gene 00144	84.667	1.1796	0.2568	4.5933	3.389e-06	2.523e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001728	101728	DUMMY01728	protein_coding	synthetic predicted protein-coding gene 01728	523.833	-0.9145	0.1961	-4.6631	3.424e-06	2.535e-05	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001332	101332	DUMMY01332	protein_coding	synthetic predicted protein-coding gene 01332	332.5	-0.9725	0.2081	-4.6735	3.431e-06	2.535e-05	not_significant	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000001966	101966	DUMMY01966	protein_coding	synthetic predicted protein-coding gene 01966	38.667	1.5932	0.3485	4.5713	3.426e-06	2.535e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000504	100504	DUMMY00504	protein_coding	synthetic predicted protein-coding gene 00504	188.0	1.197	0.2595	4.6131	3.504e-06	2.583e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
ENSGALG00000000789	100789	DUMMY00789	protein_coding	synthetic predicted protein-coding gene 00789	14.667	1.8745	0.4068	4.6083	3.605e-06	2.651e-05	up	Sacral_vs_Sacralized_Caudal	Synthetic DESeq2-like statistics; not produced by DESeq2
